review,symbol_puntuation_removal,case_folding,tokenized,normalized,stopwords_removed,stemmed,final_text
bagus. hanya saja untuk air panasnya kurang. karena masih terasa dingiiiiiiin euy.. utk tmpat tidur sih bagus dan nyaman.,bagus hanya saja untuk air panasnya kurang karena masih terasa dingiiiiiiin euy utk tmpat tidur sih bagus dan nyaman,bagus hanya saja untuk air panasnya kurang karena masih terasa dingiiiiiiin euy utk tmpat tidur sih bagus dan nyaman,"['bagus', 'hanya', 'saja', 'untuk', 'air', 'panasnya', 'kurang', 'karena', 'masih', 'terasa', 'dingiiiiiiin', 'euy', 'utk', 'tmpat', 'tidur', 'sih', 'bagus', 'dan', 'nyaman']","['bagus', 'hanya', 'saja', 'untuk', 'air', 'panasnya', 'kurang', 'karena', 'masih', 'terasa', 'dingiiiiiiin', 'euy', 'untuk', 'tmpat', 'tidur', 'sih', 'bagus', 'dan', 'nyaman']","['bagus', 'air', 'panasnya', 'dingiiiiiiin', 'euy', 'tmpat', 'tidur', 'sih', 'bagus', 'nyaman']","['bagus', 'air', 'panas', 'dingiiiiiiin', 'euy', 'tmpat', 'tidur', 'sih', 'bagus', 'nyaman']",bagus air panas dingiiiiiiin euy tmpat tidur sih bagus nyaman
"ok aja la, wi-fi kaga ada",ok aja la wi fi kaga ada,ok aja la wi fi kaga ada,"['ok', 'aja', 'la', 'wi', 'fi', 'kaga', 'ada']","['ok', 'aja', 'la', 'wi', 'fi', 'kaga', 'ada']","['ok', 'la', 'wi', 'fi', 'kaga']","['ok', 'la', 'wi', 'fi', 'kaga']",ok la wi fi kaga
Lumayan recommended . Tetapi tiap hari tidak dikasih minuman serta makanan ringan. Hanya 1x saja pas,Lumayan recommended Tetapi tiap hari tidak dikasih minuman serta makanan ringan Hanya x saja pas,lumayan recommended tetapi tiap hari tidak dikasih minuman serta makanan ringan hanya x saja pas,"['lumayan', 'recommended', 'tetapi', 'tiap', 'hari', 'tidak', 'dikasih', 'minuman', 'serta', 'makanan', 'ringan', 'hanya', 'x', 'saja', 'pas']","['lumayan', 'recommended', 'tetapi', 'tiap', 'hari', 'tidak', 'dikasih', 'minuman', 'serta', 'makanan', 'ringan', 'hanya', 'x', 'saja', 'pas']","['lumayan', 'recommended', 'dikasih', 'minuman', 'makanan', 'ringan', 'x', 'pas']","['lumayan', 'recommended', 'kasih', 'minum', 'makan', 'ringan', 'x', 'pas']",lumayan recommended kasih minum makan ringan x pas
"awal datang masuk kamar delux tapi gak ada kulkas nya gak sesuai gambar, akhir nya di angkat kan kulkas dari kamar lain sama karyawan nya, oke lah.. tapi setelah itu kecewa lagi karna handuk & keset kamar mandi tidak ada, jadi saya bolak balik turun ke bawah dari lantai 2 lewat tangga. & kamar kurang bersih, ada sisa putung rokok di dalam lemari...",awal datang masuk kamar delux tapi gak ada kulkas nya gak sesuai gambar akhir nya di angkat kan kulkas dari kamar lain sama karyawan nya oke lah tapi setelah itu kecewa lagi karna handuk keset kamar mandi tidak ada jadi saya bolak balik turun ke bawah dari lantai lewat tangga kamar kurang bersih ada sisa putung rokok di dalam lemari,awal datang masuk kamar delux tapi gak ada kulkas nya gak sesuai gambar akhir nya di angkat kan kulkas dari kamar lain sama karyawan nya oke lah tapi setelah itu kecewa lagi karna handuk keset kamar mandi tidak ada jadi saya bolak balik turun ke bawah dari lantai lewat tangga kamar kurang bersih ada sisa putung rokok di dalam lemari,"['awal', 'datang', 'masuk', 'kamar', 'delux', 'tapi', 'gak', 'ada', 'kulkas', 'nya', 'gak', 'sesuai', 'gambar', 'akhir', 'nya', 'di', 'angkat', 'kan', 'kulkas', 'dari', 'kamar', 'lain', 'sama', 'karyawan', 'nya', 'oke', 'lah', 'tapi', 'setelah', 'itu', 'kecewa', 'lagi', 'karna', 'handuk', 'keset', 'kamar', 'mandi', 'tidak', 'ada', 'jadi', 'saya', 'bolak', 'balik', 'turun', 'ke', 'bawah', 'dari', 'lantai', 'lewat', 'tangga', 'kamar', 'kurang', 'bersih', 'ada', 'sisa', 'putung', 'rokok', 'di', 'dalam', 'lemari']","['awal', 'datang', 'masuk', 'kamar', 'delux', 'tapi', 'tidak', 'ada', 'kulkas', 'nya', 'tidak', 'sesuai', 'gambar', 'akhir', 'nya', 'di', 'angkat', 'kan', 'kulkas', 'dari', 'kamar', 'lain', 'sama', 'karyawan', 'nya', 'oke', 'lah', 'tapi', 'setelah', 'itu', 'kecewa', 'lagi', 'karna', 'handuk', 'keset', 'kamar', 'mandi', 'tidak', 'ada', 'jadi', 'saya', 'bolak', 'balik', 'turun', 'ke', 'bawah', 'dari', 'lantai', 'lewat', 'tangga', 'kamar', 'kurang', 'bersih', 'ada', 'sisa', 'putung', 'rokok', 'di', 'dalam', 'lemari']","['masuk', 'kamar', 'delux', 'kulkas', 'nya', 'sesuai', 'gambar', 'nya', 'angkat', 'kulkas', 'kamar', 'karyawan', 'nya', 'oke', 'kecewa', 'karna', 'handuk', 'keset', 'kamar', 'mandi', 'bolak', 'turun', 'lantai', 'tangga', 'kamar', 'bersih', 'sisa', 'putung', 'rokok', 'lemari']","['masuk', 'kamar', 'delux', 'kulkas', 'nya', 'sesuai', 'gambar', 'nya', 'angkat', 'kulkas', 'kamar', 'karyawan', 'nya', 'oke', 'kecewa', 'karna', 'handuk', 'keset', 'kamar', 'mandi', 'bolak', 'turun', 'lantai', 'tangga', 'kamar', 'bersih', 'sisa', 'putung', 'rokok', 'lemari']",masuk kamar delux kulkas nya sesuai gambar nya angkat kulkas kamar karyawan nya oke kecewa karna handuk keset kamar mandi bolak turun lantai tangga kamar bersih sisa putung rokok lemari
"yg perlu diperbaiki itu WIFI lantai 2, sering disconnect.. jadi suka lag kalo lg main Mobile Legends ",yg perlu diperbaiki itu WIFI lantai sering disconnect jadi suka lag kalo lg main Mobile Legends,yg perlu diperbaiki itu wifi lantai sering disconnect jadi suka lag kalo lg main mobile legends,"['yg', 'perlu', 'diperbaiki', 'itu', 'wifi', 'lantai', 'sering', 'disconnect', 'jadi', 'suka', 'lag', 'kalo', 'lg', 'main', 'mobile', 'legends']","['yg', 'perlu', 'diperbaiki', 'itu', 'wifi', 'lantai', 'sering', 'disconnect', 'jadi', 'suka', 'lag', 'kalo', 'lg', 'main', 'mobile', 'legends']","['diperbaiki', 'wifi', 'lantai', 'disconnect', 'suka', 'lag', 'kalo', 'lg', 'main', 'mobile', 'legends']","['baik', 'wifi', 'lantai', 'disconnect', 'suka', 'lag', 'kalo', 'lg', 'main', 'mobile', 'legends']",baik wifi lantai disconnect suka lag kalo lg main mobile legends
air panas tidak ada..sarapan juga tidak ada,air panas tidak ada sarapan juga tidak ada,air panas tidak ada sarapan juga tidak ada,"['air', 'panas', 'tidak', 'ada', 'sarapan', 'juga', 'tidak', 'ada']","['air', 'panas', 'tidak', 'ada', 'sarapan', 'juga', 'tidak', 'ada']","['air', 'panas', 'sarapan']","['air', 'panas', 'sarap']",air panas sarap
"lantainya kurang bersih, ga dikasih tisu. perlu ditingkatkan lagi kebersihannya biar lebih nyaman. lokasinya strategis di tengah kota. ",lantainya kurang bersih ga dikasih tisu perlu ditingkatkan lagi kebersihannya biar lebih nyaman lokasinya strategis di tengah kota,lantainya kurang bersih ga dikasih tisu perlu ditingkatkan lagi kebersihannya biar lebih nyaman lokasinya strategis di tengah kota,"['lantainya', 'kurang', 'bersih', 'ga', 'dikasih', 'tisu', 'perlu', 'ditingkatkan', 'lagi', 'kebersihannya', 'biar', 'lebih', 'nyaman', 'lokasinya', 'strategis', 'di', 'tengah', 'kota']","['lantainya', 'kurang', 'bersih', 'tidak', 'dikasih', 'tisu', 'perlu', 'ditingkatkan', 'lagi', 'kebersihannya', 'biar', 'lebih', 'nyaman', 'lokasinya', 'strategis', 'di', 'tengah', 'kota']","['lantainya', 'bersih', 'dikasih', 'tisu', 'ditingkatkan', 'kebersihannya', 'nyaman', 'lokasinya', 'strategis', 'kota']","['lantai', 'bersih', 'kasih', 'tisu', 'tingkat', 'bersih', 'nyaman', 'lokasi', 'strategis', 'kota']",lantai bersih kasih tisu tingkat bersih nyaman lokasi strategis kota
"tempat bagus, hanya pelayanannya lebih ditingkatkan lg. saya kesana bersama keluarga, anak2 sy senang sekali dengan kolam renangnya",tempat bagus hanya pelayanannya lebih ditingkatkan lg saya kesana bersama keluarga anak sy senang sekali dengan kolam renangnya,tempat bagus hanya pelayanannya lebih ditingkatkan lg saya kesana bersama keluarga anak sy senang sekali dengan kolam renangnya,"['tempat', 'bagus', 'hanya', 'pelayanannya', 'lebih', 'ditingkatkan', 'lg', 'saya', 'kesana', 'bersama', 'keluarga', 'anak', 'sy', 'senang', 'sekali', 'dengan', 'kolam', 'renangnya']","['tempat', 'bagus', 'hanya', 'pelayanannya', 'lebih', 'ditingkatkan', 'lg', 'saya', 'kesana', 'bersama', 'keluarga', 'anak', 'saya', 'senang', 'sekali', 'dengan', 'kolam', 'renangnya']","['bagus', 'pelayanannya', 'ditingkatkan', 'lg', 'kesana', 'keluarga', 'anak', 'senang', 'kolam', 'renangnya']","['bagus', 'layan', 'tingkat', 'lg', 'kesana', 'keluarga', 'anak', 'senang', 'kolam', 'renang']",bagus layan tingkat lg kesana keluarga anak senang kolam renang
Air hangat gak hidup didlm kamar mandi,Air hangat gak hidup didlm kamar mandi,air hangat gak hidup didlm kamar mandi,"['air', 'hangat', 'gak', 'hidup', 'didlm', 'kamar', 'mandi']","['air', 'hangat', 'tidak', 'hidup', 'didlm', 'kamar', 'mandi']","['air', 'hangat', 'hidup', 'didlm', 'kamar', 'mandi']","['air', 'hangat', 'hidup', 'didlm', 'kamar', 'mandi']",air hangat hidup didlm kamar mandi
"lokasi gampang d temuin, fasilitas sesuai harga, channel tv nya semoga d perbaiki n d tambah lagi.. keseluruhan ok ..",lokasi gampang d temuin fasilitas sesuai harga channel tv nya semoga d perbaiki n d tambah lagi keseluruhan ok,lokasi gampang d temuin fasilitas sesuai harga channel tv nya semoga d perbaiki n d tambah lagi keseluruhan ok,"['lokasi', 'gampang', 'd', 'temuin', 'fasilitas', 'sesuai', 'harga', 'channel', 'tv', 'nya', 'semoga', 'd', 'perbaiki', 'n', 'd', 'tambah', 'lagi', 'keseluruhan', 'ok']","['lokasi', 'gampang', 'd', 'temuin', 'fasilitas', 'sesuai', 'harga', 'channel', 'tv', 'nya', 'semoga', 'd', 'perbaiki', 'n', 'd', 'tambah', 'lagi', 'keseluruhan', 'ok']","['lokasi', 'gampang', 'd', 'temuin', 'fasilitas', 'sesuai', 'harga', 'channel', 'tv', 'nya', 'semoga', 'd', 'perbaiki', 'n', 'd', 'ok']","['lokasi', 'gampang', 'd', 'temuin', 'fasilitas', 'sesuai', 'harga', 'channel', 'tv', 'nya', 'moga', 'd', 'baik', 'n', 'd', 'ok']",lokasi gampang d temuin fasilitas sesuai harga channel tv nya moga d baik n d ok
"Pertama & terakhir booking via airy, diberitahu o/ resepsionis bahwa terjadi overbooking via airy namun tdk ada konfirmasi ke saya, alhasil saya harus membayar biaya tambahan untuk upgrade kamar namun saya menolak, akhirnya dapat kamar di lt 3 (tanpa lift), remote ac & tv diambil o/ pihak hotel, besoknya belum check out listrik dimatikan tiba2 ",Pertama terakhir booking via airy diberitahu o resepsionis bahwa terjadi overbooking via airy namun tdk ada konfirmasi ke saya alhasil saya harus membayar biaya tambahan untuk upgrade kamar namun saya menolak akhirnya dapat kamar di lt tanpa lift remote ac tv diambil o pihak hotel besoknya belum check out listrik dimatikan tiba,pertama terakhir booking via airy diberitahu o resepsionis bahwa terjadi overbooking via airy namun tdk ada konfirmasi ke saya alhasil saya harus membayar biaya tambahan untuk upgrade kamar namun saya menolak akhirnya dapat kamar di lt tanpa lift remote ac tv diambil o pihak hotel besoknya belum check out listrik dimatikan tiba,"['pertama', 'terakhir', 'booking', 'via', 'airy', 'diberitahu', 'o', 'resepsionis', 'bahwa', 'terjadi', 'overbooking', 'via', 'airy', 'namun', 'tdk', 'ada', 'konfirmasi', 'ke', 'saya', 'alhasil', 'saya', 'harus', 'membayar', 'biaya', 'tambahan', 'untuk', 'upgrade', 'kamar', 'namun', 'saya', 'menolak', 'akhirnya', 'dapat', 'kamar', 'di', 'lt', 'tanpa', 'lift', 'remote', 'ac', 'tv', 'diambil', 'o', 'pihak', 'hotel', 'besoknya', 'belum', 'check', 'out', 'listrik', 'dimatikan', 'tiba']","['pertama', 'terakhir', 'booking', 'via', 'airy', 'diberitahu', 'o', 'resepsionis', 'bahwa', 'terjadi', 'overbooking', 'via', 'airy', 'namun', 'tidak', 'ada', 'konfirmasi', 'ke', 'saya', 'alhasil', 'saya', 'harus', 'membayar', 'biaya', 'tambahan', 'untuk', 'upgrade', 'kamar', 'namun', 'saya', 'menolak', 'akhirnya', 'dapat', 'kamar', 'di', 'lt', 'tanpa', 'lift', 'remote', 'ac', 'tv', 'diambil', 'o', 'pihak', 'hotel', 'besoknya', 'belum', 'check', 'out', 'listrik', 'dimatikan', 'tiba']","['booking', 'via', 'airy', 'diberitahu', 'o', 'resepsionis', 'overbooking', 'via', 'airy', 'konfirmasi', 'alhasil', 'membayar', 'biaya', 'tambahan', 'upgrade', 'kamar', 'menolak', 'kamar', 'lt', 'lift', 'remote', 'ac', 'tv', 'diambil', 'o', 'hotel', 'besoknya', 'check', 'out', 'listrik', 'dimatikan']","['booking', 'via', 'airy', 'diberitahu', 'o', 'resepsionis', 'overbooking', 'via', 'airy', 'konfirmasi', 'alhasil', 'bayar', 'biaya', 'tambah', 'upgrade', 'kamar', 'tolak', 'kamar', 'lt', 'lift', 'remote', 'ac', 'tv', 'ambil', 'o', 'hotel', 'besok', 'check', 'out', 'listrik', 'mati']",booking via airy diberitahu o resepsionis overbooking via airy konfirmasi alhasil bayar biaya tambah upgrade kamar tolak kamar lt lift remote ac tv ambil o hotel besok check out listrik mati
"Tv nya kurang berfungsi, Cari chanel tv lokalnya susah . jarang ada sinyal",Tv nya kurang berfungsi Cari chanel tv lokalnya susah jarang ada sinyal,tv nya kurang berfungsi cari chanel tv lokalnya susah jarang ada sinyal,"['tv', 'nya', 'kurang', 'berfungsi', 'cari', 'chanel', 'tv', 'lokalnya', 'susah', 'jarang', 'ada', 'sinyal']","['tv', 'nya', 'kurang', 'berfungsi', 'cari', 'chanel', 'tv', 'lokalnya', 'susah', 'jarang', 'ada', 'sinyal']","['tv', 'nya', 'berfungsi', 'cari', 'chanel', 'tv', 'lokalnya', 'susah', 'jarang', 'sinyal']","['tv', 'nya', 'fungsi', 'cari', 'chanel', 'tv', 'lokal', 'susah', 'jarang', 'sinyal']",tv nya fungsi cari chanel tv lokal susah jarang sinyal
"pelayanannya jelek, lantai kamar kotor dan sangat kotor dan saya sempat kehilangan barang sayang",pelayanannya jelek lantai kamar kotor dan sangat kotor dan saya sempat kehilangan barang sayang,pelayanannya jelek lantai kamar kotor dan sangat kotor dan saya sempat kehilangan barang sayang,"['pelayanannya', 'jelek', 'lantai', 'kamar', 'kotor', 'dan', 'sangat', 'kotor', 'dan', 'saya', 'sempat', 'kehilangan', 'barang', 'sayang']","['pelayanannya', 'jelek', 'lantai', 'kamar', 'kotor', 'dan', 'sangat', 'kotor', 'dan', 'saya', 'sempat', 'kehilangan', 'barang', 'sayang']","['pelayanannya', 'jelek', 'lantai', 'kamar', 'kotor', 'kotor', 'kehilangan', 'barang', 'sayang']","['layan', 'jelek', 'lantai', 'kamar', 'kotor', 'kotor', 'hilang', 'barang', 'sayang']",layan jelek lantai kamar kotor kotor hilang barang sayang
"air panasnya gk ada, wc nya kurang bersih. lainnya oke sih..",air panasnya gk ada wc nya kurang bersih lainnya oke sih,air panasnya gk ada wc nya kurang bersih lainnya oke sih,"['air', 'panasnya', 'gk', 'ada', 'wc', 'nya', 'kurang', 'bersih', 'lainnya', 'oke', 'sih']","['air', 'panasnya', 'gk', 'ada', 'wc', 'nya', 'kurang', 'bersih', 'lainnya', 'oke', 'sih']","['air', 'panasnya', 'gk', 'wc', 'nya', 'bersih', 'oke', 'sih']","['air', 'panas', 'gk', 'wc', 'nya', 'bersih', 'oke', 'sih']",air panas gk wc nya bersih oke sih
"(+) kamar lumayan luas, kasur nyaman, sprei bersih, rapi dan aminities lengkap. ada welcome snack, dan kamar dibersihkan setiap hari. (-) bangunan dan hotel model lama, colokan hanya ada 1, siaran tv bnyak yg g da sinyal nya, pass wifi tdk diinfo, fo tidak ramah, sarapan tdk dihidang, ac kurang dingin n berisik",kamar lumayan luas kasur nyaman sprei bersih rapi dan aminities lengkap ada welcome snack dan kamar dibersihkan setiap hari bangunan dan hotel model lama colokan hanya ada siaran tv bnyak yg g da sinyal nya pass wifi tdk diinfo fo tidak ramah sarapan tdk dihidang ac kurang dingin n berisik,kamar lumayan luas kasur nyaman sprei bersih rapi dan aminities lengkap ada welcome snack dan kamar dibersihkan setiap hari bangunan dan hotel model lama colokan hanya ada siaran tv bnyak yg g da sinyal nya pass wifi tdk diinfo fo tidak ramah sarapan tdk dihidang ac kurang dingin n berisik,"['kamar', 'lumayan', 'luas', 'kasur', 'nyaman', 'sprei', 'bersih', 'rapi', 'dan', 'aminities', 'lengkap', 'ada', 'welcome', 'snack', 'dan', 'kamar', 'dibersihkan', 'setiap', 'hari', 'bangunan', 'dan', 'hotel', 'model', 'lama', 'colokan', 'hanya', 'ada', 'siaran', 'tv', 'bnyak', 'yg', 'g', 'da', 'sinyal', 'nya', 'pass', 'wifi', 'tdk', 'diinfo', 'fo', 'tidak', 'ramah', 'sarapan', 'tdk', 'dihidang', 'ac', 'kurang', 'dingin', 'n', 'berisik']","['kamar', 'lumayan', 'luas', 'kasur', 'nyaman', 'sprei', 'bersih', 'rapi', 'dan', 'aminities', 'lengkap', 'ada', 'welcome', 'snack', 'dan', 'kamar', 'dibersihkan', 'setiap', 'hari', 'bangunan', 'dan', 'hotel', 'model', 'lama', 'colokan', 'hanya', 'ada', 'siaran', 'tv', 'bnyak', 'yg', 'g', 'da', 'sinyal', 'nya', 'pass', 'wifi', 'tidak', 'diinfo', 'fo', 'tidak', 'ramah', 'sarapan', 'tidak', 'dihidang', 'ac', 'kurang', 'dingin', 'n', 'berisik']","['kamar', 'lumayan', 'luas', 'kasur', 'nyaman', 'sprei', 'bersih', 'rapi', 'aminities', 'lengkap', 'welcome', 'snack', 'kamar', 'dibersihkan', 'bangunan', 'hotel', 'model', 'colokan', 'siaran', 'tv', 'bnyak', 'g', 'da', 'sinyal', 'nya', 'pass', 'wifi', 'diinfo', 'fo', 'ramah', 'sarapan', 'dihidang', 'ac', 'dingin', 'n', 'berisik']","['kamar', 'lumayan', 'luas', 'kasur', 'nyaman', 'sprei', 'bersih', 'rapi', 'aminities', 'lengkap', 'welcome', 'snack', 'kamar', 'bersih', 'bangun', 'hotel', 'model', 'colok', 'siar', 'tv', 'bnyak', 'g', 'da', 'sinyal', 'nya', 'pass', 'wifi', 'info', 'fo', 'ramah', 'sarap', 'hidang', 'ac', 'dingin', 'n', 'berisik']",kamar lumayan luas kasur nyaman sprei bersih rapi aminities lengkap welcome snack kamar bersih bangun hotel model colok siar tv bnyak g da sinyal nya pass wifi info fo ramah sarap hidang ac dingin n berisik
"tidak ada yang berkesan.. tidak mendapat paket dari airy berupa snack dll, dan tidak disediakan handuk, kamar berdebu",tidak ada yang berkesan tidak mendapat paket dari airy berupa snack dll dan tidak disediakan handuk kamar berdebu,tidak ada yang berkesan tidak mendapat paket dari airy berupa snack dll dan tidak disediakan handuk kamar berdebu,"['tidak', 'ada', 'yang', 'berkesan', 'tidak', 'mendapat', 'paket', 'dari', 'airy', 'berupa', 'snack', 'dll', 'dan', 'tidak', 'disediakan', 'handuk', 'kamar', 'berdebu']","['tidak', 'ada', 'yang', 'berkesan', 'tidak', 'mendapat', 'paket', 'dari', 'airy', 'berupa', 'snack', 'dll', 'dan', 'tidak', 'disediakan', 'handuk', 'kamar', 'berdebu']","['berkesan', 'paket', 'airy', 'snack', 'dll', 'disediakan', 'handuk', 'kamar', 'berdebu']","['kesan', 'paket', 'airy', 'snack', 'dll', 'sedia', 'handuk', 'kamar', 'debu']",kesan paket airy snack dll sedia handuk kamar debu
"Ac kurang dingin, kondisi lantai kamar mulai bergelombang. ",Ac kurang dingin kondisi lantai kamar mulai bergelombang,ac kurang dingin kondisi lantai kamar mulai bergelombang,"['ac', 'kurang', 'dingin', 'kondisi', 'lantai', 'kamar', 'mulai', 'bergelombang']","['ac', 'kurang', 'dingin', 'kondisi', 'lantai', 'kamar', 'mulai', 'bergelombang']","['ac', 'dingin', 'kondisi', 'lantai', 'kamar', 'bergelombang']","['ac', 'dingin', 'kondisi', 'lantai', 'kamar', 'gelombang']",ac dingin kondisi lantai kamar gelombang
"kl malem hotelnya gelap,  lampunya kamar juga kurang terang,  kamar mandinya bau,  kunci kamarnya agak rusak",kl malem hotelnya gelap lampunya kamar juga kurang terang kamar mandinya bau kunci kamarnya agak rusak,kl malem hotelnya gelap lampunya kamar juga kurang terang kamar mandinya bau kunci kamarnya agak rusak,"['kl', 'malem', 'hotelnya', 'gelap', 'lampunya', 'kamar', 'juga', 'kurang', 'terang', 'kamar', 'mandinya', 'bau', 'kunci', 'kamarnya', 'agak', 'rusak']","['kl', 'malem', 'hotelnya', 'gelap', 'lampunya', 'kamar', 'juga', 'kurang', 'terang', 'kamar', 'mandinya', 'bau', 'kunci', 'kamarnya', 'agak', 'rusak']","['kl', 'malem', 'hotelnya', 'gelap', 'lampunya', 'kamar', 'terang', 'kamar', 'mandinya', 'bau', 'kunci', 'kamarnya', 'rusak']","['kl', 'malem', 'hotel', 'gelap', 'lampu', 'kamar', 'terang', 'kamar', 'mandi', 'bau', 'kunci', 'kamar', 'rusak']",kl malem hotel gelap lampu kamar terang kamar mandi bau kunci kamar rusak
"luas. nyaman. AC dingin. ada balkon. tv kabel. lokasi deket buat ke bintaro exchange, cm kurang di stiker arah kiblat dan ga ada cafenya",luas nyaman AC dingin ada balkon tv kabel lokasi deket buat ke bintaro exchange cm kurang di stiker arah kiblat dan ga ada cafenya,luas nyaman ac dingin ada balkon tv kabel lokasi deket buat ke bintaro exchange cm kurang di stiker arah kiblat dan ga ada cafenya,"['luas', 'nyaman', 'ac', 'dingin', 'ada', 'balkon', 'tv', 'kabel', 'lokasi', 'deket', 'buat', 'ke', 'bintaro', 'exchange', 'cm', 'kurang', 'di', 'stiker', 'arah', 'kiblat', 'dan', 'ga', 'ada', 'cafenya']","['luas', 'nyaman', 'ac', 'dingin', 'ada', 'balkon', 'tv', 'kabel', 'lokasi', 'deket', 'buat', 'ke', 'bintaro', 'exchange', 'cm', 'kurang', 'di', 'stiker', 'arah', 'kiblat', 'dan', 'tidak', 'ada', 'cafenya']","['luas', 'nyaman', 'ac', 'dingin', 'balkon', 'tv', 'kabel', 'lokasi', 'deket', 'bintaro', 'exchange', 'cm', 'stiker', 'arah', 'kiblat', 'cafenya']","['luas', 'nyaman', 'ac', 'dingin', 'balkon', 'tv', 'kabel', 'lokasi', 'deket', 'bintaro', 'exchange', 'cm', 'stiker', 'arah', 'kiblat', 'cafenya']",luas nyaman ac dingin balkon tv kabel lokasi deket bintaro exchange cm stiker arah kiblat cafenya
"ruangannya luas tapi tv nya channel nya dikit yg ada, flush toilet sm wastafel nya juga mati, lobi nya gak bersih",ruangannya luas tapi tv nya channel nya dikit yg ada flush toilet sm wastafel nya juga mati lobi nya gak bersih,ruangannya luas tapi tv nya channel nya dikit yg ada flush toilet sm wastafel nya juga mati lobi nya gak bersih,"['ruangannya', 'luas', 'tapi', 'tv', 'nya', 'channel', 'nya', 'dikit', 'yg', 'ada', 'flush', 'toilet', 'sm', 'wastafel', 'nya', 'juga', 'mati', 'lobi', 'nya', 'gak', 'bersih']","['ruangannya', 'luas', 'tapi', 'tv', 'nya', 'channel', 'nya', 'dikit', 'yg', 'ada', 'flush', 'toilet', 'sm', 'wastafel', 'nya', 'juga', 'mati', 'lobi', 'nya', 'tidak', 'bersih']","['ruangannya', 'luas', 'tv', 'nya', 'channel', 'nya', 'dikit', 'flush', 'toilet', 'sm', 'wastafel', 'nya', 'mati', 'lobi', 'nya', 'bersih']","['ruang', 'luas', 'tv', 'nya', 'channel', 'nya', 'dikit', 'flush', 'toilet', 'sm', 'wastafel', 'nya', 'mati', 'lobi', 'nya', 'bersih']",ruang luas tv nya channel nya dikit flush toilet sm wastafel nya mati lobi nya bersih
